Age,Embarked,Fare,Parch,PassengerId,Pclass,Sex_code,SibSp,Survived,FamilySize,Mr,Miss,Mrs,Master
26.0,2,7.8875,0,811,3,1,0,0.0,0,1,0,0,0
39.0,2,24.15,0,812,3,1,0,0.0,0,1,0,0,0
35.0,2,10.5,0,813,2,1,0,0.0,0,1,0,0,0
6.0,2,31.275,2,814,3,0,4,0.0,6,0,1,0,0
30.5,2,8.05,0,815,3,1,0,0.0,0,1,0,0,0
24.0,2,0.0,0,816,1,1,0,0.0,0,1,0,0,0
23.0,2,7.925,0,817,3,0,0,0.0,0,0,1,0,0
31.0,0,37.0042,1,818,2,1,1,0.0,2,1,0,0,0
43.0,2,6.45,0,819,3,1,0,0.0,0,1,0,0,0
10.0,2,27.9,2,820,3,1,3,0.0,5,0,0,0,1
52.0,2,93.5,1,821,1,0,1,1.0,2,0,0,1,0
27.0,2,8.6625,0,822,3,1,0,1.0,0,1,0,0,0
38.0,2,0.0,0,823,1,1,0,0.0,0,0,0,0,0
27.0,2,12.475,1,824,3,0,0,1.0,1,0,0,1,0
2.0,2,39.6875,1,825,3,1,4,0.0,5,0,0,0,1
24.0,1,6.95,0,826,3,1,0,0.0,0,1,0,0,0
24.0,2,56.4958,0,827,3,1,0,0.0,0,1,0,0,0
1.0,0,37.0042,2,828,2,1,0,1.0,2,0,0,0,1
24.0,1,7.75,0,829,3,1,0,1.0,0,1,0,0,0
62.0,2,80.0,0,830,1,0,0,1.0,0,0,0,1,0
15.0,0,14.4542,0,831,3,0,1,1.0,1,0,0,1,0
0.83,2,18.75,1,832,2,1,1,1.0,2,0,0,0,1
24.0,0,7.2292,0,833,3,1,0,0.0,0,1,0,0,0
23.0,2,7.8542,0,834,3,1,0,0.0,0,1,0,0,0
18.0,2,8.3,0,835,3,1,0,0.0,0,1,0,0,0
39.0,0,83.1583,1,836,1,0,1,1.0,2,0,1,0,0
21.0,2,8.6625,0,837,3,1,0,0.0,0,1,0,0,0
24.0,2,8.05,0,838,3,1,0,0.0,0,1,0,0,0
32.0,2,56.4958,0,839,3,1,0,1.0,0,1,0,0,0
24.0,0,29.7,0,840,1,1,0,1.0,0,1,0,0,0
20.0,2,7.925,0,841,3,1,0,0.0,0,1,0,0,0
16.0,2,10.5,0,842,2,1,0,0.0,0,1,0,0,0
30.0,0,31.0,0,843,1,0,0,1.0,0,0,1,0,0
34.5,0,6.4375,0,844,3,1,0,0.0,0,1,0,0,0
17.0,2,8.6625,0,845,3,1,0,0.0,0,1,0,0,0
42.0,2,7.55,0,846,3,1,0,0.0,0,1,0,0,0
24.0,2,69.55,2,847,3,1,8,0.0,10,1,0,0,0
35.0,0,7.8958,0,848,3,1,0,0.0,0,1,0,0,0
28.0,2,33.0,1,849,2,1,0,0.0,1,0,0,0,0
24.0,0,89.1042,0,850,1,0,1,1.0,1,0,0,1,0
4.0,2,31.275,2,851,3,1,4,0.0,6,0,0,0,1
74.0,2,7.775,0,852,3,1,0,0.0,0,1,0,0,0
9.0,0,15.2458,1,853,3,0,1,0.0,2,0,1,0,0
16.0,2,39.4,1,854,1,0,0,1.0,1,0,1,0,0
44.0,2,26.0,0,855,2,0,1,0.0,1,0,0,1,0
18.0,2,9.35,1,856,3,0,0,1.0,1,0,0,1,0
45.0,2,164.8667,1,857,1,0,1,1.0,2,0,0,1,0
51.0,2,26.55,0,858,1,1,0,1.0,0,1,0,0,0
24.0,0,19.2583,3,859,3,0,0,1.0,3,0,0,1,0
24.0,0,7.2292,0,860,3,1,0,0.0,0,1,0,0,0
41.0,2,14.1083,0,861,3,1,2,0.0,2,1,0,0,0
21.0,2,11.5,0,862,2,1,1,0.0,1,1,0,0,0
48.0,2,25.9292,0,863,1,0,0,1.0,0,0,0,1,0
24.0,2,69.55,2,864,3,0,8,0.0,10,0,1,0,0
24.0,2,13.0,0,865,2,1,0,0.0,0,1,0,0,0
42.0,2,13.0,0,866,2,0,0,1.0,0,0,0,1,0
27.0,0,13.8583,0,867,2,0,1,1.0,1,0,1,0,0
31.0,2,50.4958,0,868,1,1,0,0.0,0,1,0,0,0
24.0,2,9.5,0,869,3,1,0,0.0,0,1,0,0,0
4.0,2,11.1333,1,870,3,1,1,1.0,2,0,0,0,1
26.0,2,7.8958,0,871,3,1,0,0.0,0,1,0,0,0
47.0,2,52.5542,1,872,1,0,1,1.0,2,0,0,1,0
33.0,2,5.0,0,873,1,1,0,0.0,0,1,0,0,0
47.0,2,9.0,0,874,3,1,0,0.0,0,1,0,0,0
28.0,0,24.0,0,875,2,0,1,1.0,1,0,0,1,0
15.0,0,7.225,0,876,3,0,0,1.0,0,0,1,0,0
20.0,2,9.8458,0,877,3,1,0,0.0,0,1,0,0,0
19.0,2,7.8958,0,878,3,1,0,0.0,0,1,0,0,0
24.0,2,7.8958,0,879,3,1,0,0.0,0,1,0,0,0
56.0,0,83.1583,1,880,1,0,0,1.0,1,0,0,1,0
25.0,2,26.0,1,881,2,0,0,1.0,1,0,0,1,0
33.0,2,7.8958,0,882,3,1,0,0.0,0,1,0,0,0
22.0,2,10.5167,0,883,3,0,0,0.0,0,0,1,0,0
28.0,2,10.5,0,884,2,1,0,0.0,0,1,0,0,0
25.0,2,7.05,0,885,3,1,0,0.0,0,1,0,0,0
39.0,1,29.125,5,886,3,0,0,0.0,5,0,0,1,0
27.0,2,13.0,0,887,2,1,0,0.0,0,0,0,0,0
19.0,2,30.0,0,888,1,0,0,1.0,0,0,1,0,0
24.0,2,23.45,2,889,3,0,1,0.0,3,0,1,0,0
26.0,0,30.0,0,890,1,1,0,1.0,0,1,0,0,0
32.0,1,7.75,0,891,3,1,0,0.0,0,1,0,0,0
